Image,Title,Price,Rating,Author
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/5134JiM8eoL._AC_UY218_.jpg,Differential Calculus,? 405,3.7 out of 5 stars,Shanti  Narayan
,,,,
https://m.media-amazon.com/images/I/71UWf7w1oeL._AC_UY218_.jpg,Strength of Materials,? 476,4.5 out of 5 stars,S S Rattan
,,,,
https://m.media-amazon.com/images/I/61rBfmcxgwL._AC_UY218_.jpg,Statistical Methods (Combined edition volume 1 & 2),? 476,4.3 out of 5 stars,N Das
,,,,
https://m.media-amazon.com/images/I/81DrTNCNS6L._AC_UY218_.jpg,"HBR's 10 Must Reads on AI, Analytics, and the New Machine Age",? 533,5.0 out of 5 stars,"
    
        
        
            Harvard Business Review
        
    
"
,,,,
https://m.media-amazon.com/images/I/81xIVJEcCIL._AC_UY218_.jpg,Mechanics: For Students of B.Sc (Pass and Hons.) Also Useful for Engineering Students,? 569,3.9 out of 5 stars,"
    
        
        
            D. S. Mathur
        
    
"
,,,,
https://m.media-amazon.com/images/I/71ro3My9muL._AC_UY218_.jpg,VECTOR ANALYSIS: Schaum’s Outlines Series,? 449,4.1 out of 5 stars,Murray Spiegel
,,,,
https://m.media-amazon.com/images/I/61j1xcl3JTL._AC_UY218_.jpg,Optics,? 498,3.9 out of 5 stars,Ghatak
,,,,
https://m.media-amazon.com/images/I/51mPK7ZrtLL._AC_UY218_.jpg,Test Your C Skills,? 239,4.2 out of 5 stars,"
    
        
        
            Yashavant P. Kanetkar
        
    
"
,,,,
https://m.media-amazon.com/images/I/61LIxLe33AL._AC_UY218_.jpg,A Textbook of Thermal Engineering: Mechanical Technology,? 417,4.1 out of 5 stars,"
    
        
        
            R.S. Khurmi
        
    
"
,,,,
https://m.media-amazon.com/images/I/518m1YKZhBL._AC_UY218_.jpg,AWS Certified Solutions Architect Official Study Guide (India reprint edition): Associate Exam,? 469,4.1 out of 5 stars,"
    
        
        
            Joe Baron
        
    
"
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/81pgYscxh-L._AC_UY218_.jpg,Hacking,? 176,4.2 out of 5 stars,Harsh Bothra
,,,,
https://m.media-amazon.com/images/I/81DoG1uaO+L._AC_UY218_.jpg,Introduction to Fluid Mechanics and Fluid Machines,? 535,4.3 out of 5 stars,S K Som
,,,,
https://m.media-amazon.com/images/I/81hKbqDv9iL._AC_UY218_.jpg,The Principles of Exercise Therapy,? 190,4.5 out of 5 stars,M. Deena Gardiner
,,,,
https://m.media-amazon.com/images/I/71NqtEDYiiL._AC_UY218_.jpg,.NET: Interview Questions,? 341,4.1 out of 5 stars,Shivprasad Koirala
,,,,
https://m.media-amazon.com/images/I/51Hm29VqBNL._AC_UY218_.jpg,Microelectronic Circuits: Theory And Applications: Seventh Edition,? 834,4.4 out of 5 stars,"
    
        
        
            Adel S. Sedra
        
    
"
,,,,
https://m.media-amazon.com/images/I/81WfDv1F96L._AC_UY218_.jpg,"Theory of Computer Science: Automata, Languages and Computation",? 220,4.0 out of 5 stars,Mishra K.L.P
,,,,
https://m.media-amazon.com/images/I/81dR9FFXxfL._AC_UY218_.jpg,Mathematical Methods for Physicists,? 525,4.5 out of 5 stars,Arfken
,,,,
https://m.media-amazon.com/images/I/61EZ0r3irPL._AC_UY218_.jpg,Fundamentals of Molecular Spectroscopy,? 421,4.4 out of 5 stars,Banwell
,,,,
https://m.media-amazon.com/images/I/91VOukkX+6L._AC_UY218_.jpg,"Organic Chemistry, 7e",? 919.26,4.3 out of 5 stars,Bruice
,,,,
https://m.media-amazon.com/images/I/71ptCP-O2LL._AC_UY218_.jpg,"Engineering Mechanics: Statics, SI Version",? 685,2.2 out of 5 stars,J. L. Meriam
,,,,
https://m.media-amazon.com/images/I/71WP3Jtnn4L._AC_UY218_.jpg,Wilson and Walker's Principles and Techniques of Biochemistry and Molecular Biology,? 789,4.6 out of 5 stars,Andreas Hofmann
,,,,
https://m.media-amazon.com/images/I/91BTCBK2XVL._AC_UY218_.jpg,Probability and Statistics for Engineering and the Sciences,? 503,3.5 out of 5 stars,"
    
        
        
            Jay L. Devore
        
    
"
,,,,
https://m.media-amazon.com/images/I/91X38qsEyEL._AC_UY218_.jpg,"Physics, Vol 1, 5ed",? 616,4.1 out of 5 stars,Resnick
,,,,
https://m.media-amazon.com/images/I/81eF-RxjuaL._AC_UY218_.jpg,Operating System Principles,? 639,4.2 out of 5 stars,Silberschatz
,,,,
https://m.media-amazon.com/images/I/71vIkCHwwyL._AC_UY218_.jpg,Millman's Integrated Electronics,? 480,4.4 out of 5 stars,Jacob Millman
,,,,
https://m.media-amazon.com/images/I/811mgRXh5VL._AC_UY218_.jpg,Operations Research,? 539,4.0 out of 5 stars,PK Gupta
,,,,
https://m.media-amazon.com/images/I/51vlzzkNlSL._AC_UY218_.jpg,"Advanced Engineering Mathematics, 10ed, ISV",? 773,3.9 out of 5 stars,"
    
        
        
            Erwin Kreyszig
        
    
"
,,,,
https://m.media-amazon.com/images/I/51dJUcDMNRL._AC_UY218_.jpg,"Callister's Materials Science and Engineering, 2ed (WIND)",? 491,3.8 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/71x7M+99nsL._AC_UY218_.jpg,Power Electronics,? 666,4.5 out of 5 stars,"
    
        
        
            P. S. Bimbhra
        
    
"
,,,,
https://m.media-amazon.com/images/I/511sphuwK2L._AC_UY218_.jpg,Introduction to Data Mining,? 524,4.1 out of 5 stars,"
    
        
        
            Pang-Ning Tan
        
    
"
,,,,
https://m.media-amazon.com/images/I/51SR8ufujLL._AC_UY218_.jpg,Principles of Mathematical Analysis,? 450,4.4 out of 5 stars,"
    
        
        
            Walter Rudin
        
    
"
,,,,
https://m.media-amazon.com/images/I/81CW5sn19RL._AC_UY218_.jpg,"Pandas for Everyone: Python Data Analysis, 1e",? 416,4.5 out of 5 stars,"
    
        
        
            Daniel Y. Chen
        
    
"
,,,,
https://m.media-amazon.com/images/I/81QR+RtC4TL._AC_UY218_.jpg,Integral Calculus,? 399,3.8 out of 5 stars,Narayan Shanti
,,,,
https://m.media-amazon.com/images/I/A10uB30EAwL._AC_UY218_.jpg,"Computer Graphics, C Version, 2e",? 570,4.2 out of 5 stars,Hearn
,,,,
https://m.media-amazon.com/images/I/A1e+HAezlbL._AC_UY218_.jpg,Quantum Chemistry,? 521,4.4 out of 5 stars,"
    
        
        
            Donald A. McQuarrie
        
    
"
,,,,
https://m.media-amazon.com/images/I/A1-4QNpJzAL._AC_UY218_.jpg,Introduction to Spectroscopy,? 713,4.7 out of 5 stars,Donald L. Pavia
,,,,
https://m.media-amazon.com/images/I/41VCpZ2oPoL._AC_UY218_.jpg,Unit Operations of Chemical Engineering,? 656,4.5 out of 5 stars,Warren McCabe
,,,,
https://m.media-amazon.com/images/I/91VXcW8kLRL._AC_UY218_.jpg,Concrete Technology: Theory and Practice,? 545,4.7 out of 5 stars,M. S. Shetty
,,,,
https://m.media-amazon.com/images/I/81rBwolAvOL._AC_UY218_.jpg,Deep Learning with Python,? 799,4.0 out of 5 stars,"
    
        
        
            Francois Chollet
        
    
"
,,,,
https://m.media-amazon.com/images/I/A1fiki4EcIL._AC_UY218_.jpg,Environmental Engineering Sewage Waste Disposal and Air Pollution Engineering - Vol.2,? 452,3.8 out of 5 stars,Santosh Kumar Garg
,,,,
https://m.media-amazon.com/images/I/91i4cqTw6CL._AC_UY218_.jpg,"Power Electronics: Devices, Circuits and Applications",? 493,4.2 out of 5 stars,Muhammad H. Rashid
,,,,
https://m.media-amazon.com/images/I/91gfT5QJrjL._AC_UY218_.jpg,"Computer Networks, 5e (5th Edition)",? 399,4.2 out of 5 stars,Tanenbaum
,,,,
https://m.media-amazon.com/images/I/51ZqRnoix0L._AC_UY218_.jpg,"Storage Networks Explained: Basics and Application of Fibre Channel SAN, NAS, ISCSI, INFINIB and FOCE",? 383,3.6 out of 5 stars,Ulf Troppens
,,,,
https://m.media-amazon.com/images/I/51X3v5G-1oL._AC_UY218_.jpg,Traffic Engineering and Transport Planning,? 399,4.1 out of 5 stars,L. R. Kadiyali
,,,,
https://m.media-amazon.com/images/I/51vlzzkNlSL._AC_UY218_.jpg,"Advanced Engineering Mathematics, 10ed, ISV",? 773,3.9 out of 5 stars,"
    
        
        
            Erwin Kreyszig
        
    
"
,,,,
https://m.media-amazon.com/images/I/51dJUcDMNRL._AC_UY218_.jpg,"Callister's Materials Science and Engineering, 2ed (WIND)",? 491,3.8 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/51MKUrZZcCL._AC_UY218_.jpg,"Solar Photovoltaic Technology and Systems: A Manual for Technicians, Trainers and Engineers",? 472,4.2 out of 5 stars,Solanki C.S
,,,,
https://m.media-amazon.com/images/I/41uLlNfWTPL._AC_UY218_.jpg,"Inorganic Chemistry, 3e",? 620,4.3 out of 5 stars,Miessler / Tarr
,,,,
https://m.media-amazon.com/images/I/71cGCvG5aVL._AC_UY218_.jpg,Mla Handbook for Writers of Research Papers,? 170,4.3 out of 5 stars,Mla
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/71Xwarld42L._AC_UY218_.jpg,My Inventions: The Autobiography of Nikola Tesla (Hardbound Delux Edition),? 184,3.7 out of 5 stars,"
    
        
        
            Nikola Tesla
        
    
"
,,,,
https://m.media-amazon.com/images/I/51FhqOtSz1L._AC_UY218_.jpg,Programming in C,? 515,4.8 out of 5 stars,Reema Thareja
,,,,
https://m.media-amazon.com/images/I/41eRpCw4L6L._AC_UY218_.jpg,"Linear Algebra and Its Applications, 3e",? 677,4.8 out of 5 stars,LAY
,,,,
https://m.media-amazon.com/images/I/71arvtIRyQL._AC_UY218_.jpg,Basic & Applied Thermodynamics,? 530,4.5 out of 5 stars,P Nag
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/71EciUHYpoL._AC_UY218_.jpg,Management Information Systems,? 390,3.5 out of 5 stars,"
    
        
        
            James A. O’Brien
        
    
"
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/51uq642uB2L._AC_UY218_.jpg,Mcqs in Computer Science,? 443,3.9 out of 5 stars,Williams
,,,,
https://m.media-amazon.com/images/I/81YqUIwxjKL._AC_UY218_.jpg,Data Structures Using C and C+,? 508,3.6 out of 5 stars,Langsam / Augenstein / Tenenbaum
,,,,
https://m.media-amazon.com/images/I/61NJR5SGJbL._AC_UY218_.jpg,A Textbook of Strength of Materials,? 676,4.2 out of 5 stars,R.K. Bansal
,,,,
https://m.media-amazon.com/images/I/91OLNiQEaCL._AC_UY218_.jpg,"Modern Quantum Mechanics: PNIE, 2e",? 580,4.0 out of 5 stars,Sakurai
,,,,
https://m.media-amazon.com/images/I/513XWZMa2mL._AC_UY218_.jpg,Selected Topics in Inorganic Chemistry,? 700,4.2 out of 5 stars,Malik W.U. & et Al.
,,,,
https://m.media-amazon.com/images/I/61cknMC73PL._AC_UY218_.jpg,Quantum Chemistry,? 475,4.0 out of 5 stars,"
    
        
        
            R.K. Prasad
        
    
"
,,,,
https://m.media-amazon.com/images/I/71U2tTFifoL._AC_UY218_.jpg,Data Structures Using C,? 282,4.1 out of 5 stars,Balagurusamy
,,,,
https://m.media-amazon.com/images/I/81NXr6GMnWL._AC_UY218_.jpg,Digital Integrated Circuits: A design perspective,? 639,4.1 out of 5 stars,Rabaey
,,,,
https://m.media-amazon.com/images/I/81qzi6sW6vL._AC_UY218_.jpg,Algorithms to Live By: The Computer Science of Human Decisions,? 424,4.0 out of 5 stars,"
    
        
        
            Brian Christian
        
    
"
,,,,
https://m.media-amazon.com/images/I/61NWEqK5roL._AC_UY218_.jpg,Textbook of Refrigeration and Air-conditioning (M.E.),? 484,4.5 out of 5 stars,"
    
        
        
            R.S. Khurmi
        
    
"
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/61zMFA8zLUL._AC_UY218_.jpg,Power Electronics,? 361,3.8 out of 5 stars,M Singh
,,,,
https://m.media-amazon.com/images/I/81WA4bOQFbL._AC_UY218_.jpg,Introduction to Flight (SI Units),? 790,4.5 out of 5 stars,"Anderson Jr., John"
,,,,
https://m.media-amazon.com/images/I/61CCWFxB90L._AC_UY218_.jpg,ARTIFICIAL INTELLIGENCE Third Edition,? 450,3.7 out of 5 stars,"
    
        
        
            Elaine Rich
        
    
"
,,,,
https://m.media-amazon.com/images/I/91S25rDaBzL._AC_UY218_.jpg,Principles of Power System,? 514,4.2 out of 5 stars,"
    
        
        
            V.K Mehta
        
    
"
,,,,
https://m.media-amazon.com/images/I/21ogA-4BwmL._AC_UY218_.jpg,The Physics of Waves and Oscillations,? 461,4.3 out of 5 stars,N Bajaj
,,,,
https://m.media-amazon.com/images/I/21Mpxs9dYNL._AC_UY218_.jpg,"An Introduction to Linguistics: Language, Grammar and Semantics",? 170,4.1 out of 5 stars,Syal
,,,,
https://m.media-amazon.com/images/I/91MabDhNLQL._AC_UY218_.jpg,Super 30,? 169,4.6 out of 5 stars,Anand Kumar
,,,,
https://m.media-amazon.com/images/I/91GB3Y5SODL._AC_UY218_.jpg,The Master Algorithm,? 420,4.5 out of 5 stars,"
    
        
        
            Pedro Domingos
        
    
"
,,,,
https://m.media-amazon.com/images/I/41kjwPwRdlL._AC_UY218_.jpg,Deep Medicine,? 559,5.0 out of 5 stars,"
    
        
        
            Eric Topol
        
    
"
,,,,
https://m.media-amazon.com/images/I/71p4yhK0HcL._AC_UY218_.jpg,Probability -  Random Variables and Stochastic Processes,? 503,4.5 out of 5 stars,"
    
        
        
            Athanasios Papoulis
        
    
"
,,,,
https://m.media-amazon.com/images/I/61FFLT-xl2L._AC_UY218_.jpg,Machine Learning with Python,? 280,3.5 out of 5 stars,Abhishek Vijayvargia
,,,,
https://m.media-amazon.com/images/I/71c8iWpQMLL._AC_UY218_.jpg,Advanced Engineering Mathematics,? 779,4.2 out of 5 stars,"Rk Jain,Srk Iyengar"
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/71GrLKDeGRL._AC_UY218_.jpg,PHP: The Complete Reference,? 399,4.5 out of 5 stars,Steven Holzner
,,,,
https://m.media-amazon.com/images/I/71GGd7a-OtL._AC_UY218_.jpg,Data Structure Through C,? 282,3.6 out of 5 stars,Yashavant P. Kanetkar
,,,,
https://m.media-amazon.com/images/I/61DnYrf3vdL._AC_UY218_.jpg,"Mastering HTML, CSS & Javascript Web Publishing",? 420,3.9 out of 5 stars,Laura Lemay
,,,,
https://m.media-amazon.com/images/I/81hOeoFA+LL._AC_UY218_.jpg,"Compilers, 2e",? 424,3.6 out of 5 stars,Aho
,,,,
https://m.media-amazon.com/images/I/31ooR7OxwvL._AC_UY218_.jpg,"SQL, PL/SQL the Programming Language of Oracle",? 320,4.0 out of 5 stars,Ivan Bayross
,,,,
https://m.media-amazon.com/images/I/61R1+zG3AJL._AC_UY218_.jpg,Optical Fiber Communication,? 395,4.1 out of 5 stars,Gerd Keiser
,,,,
https://m.media-amazon.com/images/I/71bjDv7o-0L._AC_UY218_.jpg,Solid State Physics,? 695,4.4 out of 5 stars,N. David
,,,,
https://m.media-amazon.com/images/I/61IW7B3w1aL._AC_UY218_.jpg,Electronic Principles (SIE),? 559,4.4 out of 5 stars,Albert Malvino
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/91n1hZh4YML._AC_UY218_.jpg,"Operations Research: An Introduction, 9e",? 580.14,3.4 out of 5 stars,Taha
,,,,
https://m.media-amazon.com/images/I/51jm-6ktb+L._AC_UY218_.jpg,Environmentalism: A Global History,? 315,4.5 out of 5 stars,"
    
        
        
            Ramachandra Guha
        
    
"
,,,,
https://m.media-amazon.com/images/I/61uJg6kXyNL._AC_UY218_.jpg,Introductory Methods of Numerical Analysis,? 268,4.2 out of 5 stars,Sastry S.S
,,,,
https://m.media-amazon.com/images/I/41by60BOJqL._AC_UY218_.jpg,Programming the World Wide Web,? 869,3.7 out of 5 stars,"
    
        
        
            Robert W. Sebesta
        
    
"
,,,,
https://m.media-amazon.com/images/I/71sxhdNwA8L._AC_UY218_.jpg,HBR's 10 Must Reads: On Managing Yourself (Harvard Business Review Must Reads),? 478,4.7 out of 5 stars,HBR
,,,,
https://m.media-amazon.com/images/I/81zVZGoPkKL._AC_UY218_.jpg,Engineering Physics,? 584,4.7 out of 5 stars,Hitendra K. Malik
,,,,
https://m.media-amazon.com/images/I/41XnU0wwxvL._AC_UY218_.jpg,Computer Networks - A System Approach,"? 6,125",3.4 out of 5 stars,Peterson
,,,,
https://m.media-amazon.com/images/I/31YeVj-YTGL._AC_UY218_.jpg,"Living English Structure, 5e",? 230,3.7 out of 5 stars,Allen
,,,,
https://m.media-amazon.com/images/I/81JDTAZQCZL._AC_UY218_.jpg,Shigley's Mechanical Engineering Design - SIE,? 609,4.4 out of 5 stars,Richard G Budynas; J Keith Nisbett
,,,,
https://m.media-amazon.com/images/I/81gwbH+BMEL._AC_UY218_.jpg,Concrete Technology,? 699,4.3 out of 5 stars,MS Shetty
,,,,
https://m.media-amazon.com/images/I/51sPjIeOZZL._AC_UY218_.jpg,Modern Digital And Analog Communication Systems: Fourth Edition,? 474,4.7 out of 5 stars,"
    
        
        
            B.P. Lathi
        
    
"
,,,,
https://m.media-amazon.com/images/I/41gAjKaTUrL._AC_UY218_.jpg,Fundamentals of Ecology,? 723,4.2 out of 5 stars,Eugene Odum
,,,,
https://m.media-amazon.com/images/I/61bgwtKCpHL._AC_UY218_.jpg,"Digital Signal Processing: Principles, Algorithms, and Applications, 4e",? 440,4.1 out of 5 stars,"
    
        
        
            Dimitris G. Manolakis
        
    
"
,,,,
https://m.media-amazon.com/images/I/51f7SBW27SL._AC_UY218_.jpg,Data Analytics Using R,? 391,3.8 out of 5 stars,Seema Acharya
,,,,
https://m.media-amazon.com/images/I/71ee4-fjY9L._AC_UY218_.jpg,Effective Java Second Edition,? 350,3.8 out of 5 stars,"
    
        
        
            Joshua Bloch
        
    
"
,,,,
https://m.media-amazon.com/images/I/51L-NvEj1HL._AC_UY218_.jpg,Surveying - Vol. 1,? 496,4.1 out of 5 stars,B.C. Punmia
,,,,
https://m.media-amazon.com/images/I/51vlzzkNlSL._AC_UY218_.jpg,"Advanced Engineering Mathematics, 10ed, ISV",? 773,3.9 out of 5 stars,"
    
        
        
            Erwin Kreyszig
        
    
"
,,,,
https://m.media-amazon.com/images/I/51dJUcDMNRL._AC_UY218_.jpg,"Callister's Materials Science and Engineering, 2ed (WIND)",? 491,3.8 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/61nvMcZ+GZL._AC_UY218_.jpg,Manufacturing Technology - Vol.1,? 500,4.5 out of 5 stars,P. N. Rao
,,,,
https://m.media-amazon.com/images/I/61eZ+tft44L._AC_UY218_.jpg,Mass Transfer Operations,? 664,3.8 out of 5 stars,Robert Treybal
,,,,
https://m.media-amazon.com/images/I/71OKHtVEv9L._AC_UY218_.jpg,HBR's 10 Must Reads: On Strategy (Harvard Business Review Must Reads),? 543,4.3 out of 5 stars,HBR
,,,,
https://m.media-amazon.com/images/I/418TpICJOKL._AC_UY218_.jpg,Java - A Beginner’s Guide,? 504,4.7 out of 5 stars,"
    
        
        
            Herbert Schildt
        
    
"
,,,,
https://m.media-amazon.com/images/I/51DVX9JBjML._AC_UY218_.jpg,Introduction to Special Relativity,? 512,4.2 out of 5 stars,Robert Resnick
,,,,
https://m.media-amazon.com/images/I/41T53nRtyoL._AC_UY218_.jpg,"Web Design with HTML, CSS, JavaScript and jQuery Set","? 2,944",4.6 out of 5 stars,"
    
        
        
            Jon Duckett
        
    
"
,,,,
https://m.media-amazon.com/images/I/71TheKvgqML._AC_UY218_.jpg,Site Reliability Engineering: How Google Runs Production Systems,"? 1,025",4.8 out of 5 stars,"
    
        
        
            Betsy Beyer
        
    
"
,,,,
https://m.media-amazon.com/images/I/A1i2MoKdXrL._AC_UY218_.jpg, Testing Commisioning Operation & Maintenance Of Electrical Equuipments,? 449,4.2 out of 5 stars,Sunil S. Rao
,,,,
https://m.media-amazon.com/images/I/81CUXu6OObL._AC_UY218_.jpg,Modern Operating Systems 4e,? 645,4.2 out of 5 stars,Tanenbaum
,,,,
https://m.media-amazon.com/images/I/71zsPE-Qc5L._AC_UY218_.jpg,"Code Complete, 2ed (Microsoft Press)",? 800,4.3 out of 5 stars,Steve Mcconnell
,,,,
https://m.media-amazon.com/images/I/81te-r9suWL._AC_UY218_.jpg,"IoT Fundamentals: Networking Technologies, Protocols and Use Cases for the Internet of Things by Pearson",? 395,4.0 out of 5 stars,"David ,Hanes"
,,,,
https://m.media-amazon.com/images/I/61FKyOeM7KL._AC_UY218_.jpg,Pattern Recognition and Machine Learning (Information Science and Statistics),"? 4,199",4.3 out of 5 stars,"
    
        
        
            Christopher M. Bishop
        
    
"
,,,,
https://m.media-amazon.com/images/I/51gLqxNaZbL._AC_UY218_.jpg,"March's Advanced Organic Chemistry: Reactions, Mechanisms and Structure 7ed",? 809,4.3 out of 5 stars,Michael B. Smith
,,,,
https://m.media-amazon.com/images/I/7105dSXURFL._AC_UY218_.jpg,Design of Steel Structures,? 470,3.9 out of 5 stars,S Duggal
,,,,
https://m.media-amazon.com/images/I/71QukU0m1HL._AC_UY218_.jpg,Digital Signal Processing,? 475,4.7 out of 5 stars,A. Nagoor Kani
,,,,
https://m.media-amazon.com/images/I/A1hoRzNiPAL._AC_UY218_.jpg,Biotechnology,? 900,4.0 out of 5 stars,"
    
        
        
            U Satyanarayana
        
    
"
,,,,
https://m.media-amazon.com/images/I/51vlzzkNlSL._AC_UY218_.jpg,"Advanced Engineering Mathematics, 10ed, ISV",? 773,3.9 out of 5 stars,"
    
        
        
            Erwin Kreyszig
        
    
"
,,,,
https://m.media-amazon.com/images/I/51dJUcDMNRL._AC_UY218_.jpg,"Callister's Materials Science and Engineering, 2ed (WIND)",? 491,3.8 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
https://m.media-amazon.com/images/I/A1hoRzNiPAL._AC_UY218_.jpg,Biotechnology,? 900,4.0 out of 5 stars,"
    
        
        
            U Satyanarayana
        
    
"
,,,,
https://m.media-amazon.com/images/I/81jZmIlqmVL._AC_UY218_.jpg,ELECTRICAL POWER SYSTEMS ( 7th ED.),? 576,4.6 out of 5 stars,C L Wadhva
,,,,
https://m.media-amazon.com/images/I/51udT0f-OEL._AC_UY218_.jpg,"SEM. 1,2,3 & 4 (NSQF MEN. SYLL.) FITTER TH. & ASST./TEST SOL. (HINDI )",? 550,3.7 out of 5 stars,SETHI & BALBIR
,,,,
https://m.media-amazon.com/images/I/81N7ztYWjLL._AC_UY218_.jpg,GATE Mechanical Engineering  | GATE 2020 | By Pearson,? 581,1.0 out of 5 stars,by 
,,,,
https://m.media-amazon.com/images/I/61ZrOlFRuJL._AC_UY218_.jpg,"Previous Years' Solved Question Papers: GATE Mechanical Engineering, 2019 by Pearson",? 353,3.8 out of 5 stars,"
    
        
        
            Pearson Education
        
    
"
,,,,
